"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"SAIC","Science Applications International","Common stocks","Mid cap","Industrials","$4,936,299,935","1.72%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$4,930,948,846","0.09%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,910,240,776","1.71%","USA","Analyze"
"MRVI","Maravai LifeSciences Holdings, Inc","Common stocks","Mid cap","Health Care","$4,907,960,843","0.00%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$4,883,635,373","0.00%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$4,867,373,915","3.35%","USA","Analyze"
"WOOF","Petco Health and Wellness Company, Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$4,846,927,580","0.00%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$4,796,795,827","0.00%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$4,791,431,709","2.07%","USA","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$4,789,513,248","2.69%","USA","Analyze"
"DSEY","Diversey Holdings, Ltd.","Common stocks","Mid cap","Materials","$4,766,086,765","0.00%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,756,860,734","0.22%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$4,750,749,315","0.00%","USA","Analyze"
"LZ","LegalZoom.com, Inc.","Common stocks","Mid cap","Communication Services","$4,745,406,258","0.00%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$4,738,995,298","0.00%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$4,732,663,228","1.45%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,719,671,772","1.99%","USA","Analyze"
"FL","Foot Locker Inc","Common stocks","Mid cap","Consumer Discretionary","$4,708,716,319","1.54%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$4,678,504,114","2.88%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$4,665,064,859","0.00%","USA","Analyze"
"HRB","H&R Block Inc","Common stocks","Mid cap","Consumer Discretionary","$4,658,823,655","4.07%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$4,658,197,335","2.22%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$4,646,088,612","4.27%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$4,638,694,426","1.57%","USA","Analyze"
"GRA","W.R. Grace","Common stocks","Mid cap","Materials","$4,638,240,869","0.90%","USA","Analyze"
"IONS","Ionis Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$4,628,233,017","0.00%","USA","Analyze"
"VSCO","Victorias Secret & Co.","Common stocks","Mid cap","Consumer Discretionary","$4,621,015,139","0.00%","USA","Analyze"
"DTM","DT Midstream, Inc.","Common stocks","Mid cap","Energy","$4,591,890,161","1.30%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$4,590,365,776","0.87%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$4,571,407,660","0.00%","USA","Analyze"
"ADPT","Adaptive Biotechnologies Corporation","Common stocks","Mid cap","Health Care","$4,556,590,532","0.00%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,553,897,676","3.20%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$4,532,543,329","4.01%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,529,484,937","0.00%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$4,491,170,988","2.02%","USA","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$4,460,904,180","20.85%","USA","Analyze"
"VMEO","Vimeo, Inc.","Common stocks","Mid cap","Communication Services","$4,434,857,989","0.68%","USA","Analyze"
"FSLY","Fastly, Inc. Class A","Common stocks","Mid cap","Information Technology","$4,431,966,000","0.00%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$4,408,149,773","0.80%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$4,347,624,027","1.79%","USA","Analyze"
"AI","C3.ai, Inc. Class A","Common stocks","Mid cap","Information Technology","$4,340,251,337","0.00%","USA","Analyze"
"CNM","Core & Main, Inc.","Common stocks","Mid cap","Industrials","$4,305,806,631","0.00%","USA","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$4,287,147,028","1.38%","USA","Analyze"
"JWN","Nordstrom Inc","Common stocks","Mid cap","Consumer Discretionary","$4,257,543,661","0.00%","USA","Analyze"
"HAIN","Hain Celestial Group Inc","Common stocks","Mid cap","Consumer Staples","$4,251,070,703","0.00%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$4,245,354,919","0.00%","USA","Analyze"
"QRTEA","Qurate Retail, Inc. Series A","Common stocks","Mid cap","Consumer Discretionary","$4,212,091,364","0.00%","USA","Analyze"
"SPB","Spectrum Brands Holdings Inc","Common stocks","Mid cap","Consumer Staples","$4,150,336,950","1.71%","USA","Analyze"
"FEYE","Fireeye Inc","Common stocks","Mid cap","Information Technology","$4,130,843,042","0.00%","USA","Analyze"
"HPP","Hudson Pacific Properties, Inc","REITs","Mid cap","Real Estate","$4,129,099,636","3.64%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$4,062,985,570","0.00%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$4,062,006,659","0.00%","USA","Analyze"
"IOVA","Iovance Biotherapeutics Inc","Common stocks","Mid cap","Health Care","$4,050,986,160","0.00%","USA","Analyze"
"JBGS","JBG Smith Properties","REITs","Mid cap","Real Estate","$3,939,755,364","2.98%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$3,931,614,094","3.58%","USA","Analyze"
"LESL","Leslies, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,901,830,931","0.00%","USA","Analyze"
"LOPE","Grand Canyon Education Inc","Common stocks","Mid cap","Consumer Discretionary","$3,889,144,732","0.00%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$3,876,327,630","1.44%","USA","Analyze"
"LMND","Lemonade, Inc.","Common stocks","Mid cap","Financials","$3,874,388,580","0.00%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$3,869,383,364","3.56%","USA","Analyze"
"SABR","Sabre Corp","Common stocks","Mid cap","Information Technology","$3,862,208,073","0.00%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$3,843,096,508","0.00%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$3,837,198,673","0.00%","USA","Analyze"
"FHB","First Hawaiian Inc","Common stocks","Mid cap","Financials","$3,834,432,104","3.46%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$3,812,933,489","2.22%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$3,796,606,151","2.05%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$3,795,886,682","3.98%","USA","Analyze"
"FOUR","Shift4 Payments, Inc. Class A","Common stocks","Mid cap","Information Technology","$3,767,815,577","0.00%","USA","Analyze"
"XRX","Xerox Corp","Common stocks","Mid cap","Information Technology","$3,764,259,807","1.19%","USA","Analyze"
"SIX","Six Flags Entertainment Corp","Common stocks","Mid cap","Consumer Discretionary","$3,744,054,908","0.00%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$3,725,416,394","2.33%","USA","Analyze"
"MSGS","Madison Square Garden Sports Corp. Class A","Common stocks","Mid cap","Communication Services","$3,707,252,878","0.00%","USA","Analyze"
"MCFE","McAfee Corp.","Common stocks","Mid cap","Information Technology","$3,649,713,487","1.78%","USA","Analyze"
"MSP","Datto Holding Corp.","Common stocks","Mid cap","Information Technology","$3,644,741,150","8.90%","USA","Analyze"
"FTDR","Frontdoor Inc","Common stocks","Mid cap","Consumer Discretionary","$3,571,365,674","0.00%","USA","Analyze"
"SWCH","Switch, Inc. Class A","Common stocks","Mid cap","Information Technology","$3,483,242,776","0.80%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,478,740,570","1.79%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$3,449,281,508","0.00%","USA","Analyze"
"BOH","Bank Of Hawaii Corp.","Common stocks","Mid cap","Financials","$3,358,459,660","3.23%","USA","Analyze"
"WTM","White Mountains Insurance Group Ltd","Common stocks","Mid cap","Financials","$3,324,428,816","0.09%","USA","Analyze"
"SKLZ","Skillz Inc. Class A","Common stocks","Mid cap","Communication Services","$3,213,472,736","0.00%","USA","Analyze"
"NKTR","Nektar Therapeutics","Common stocks","Mid cap","Health Care","$3,150,356,699","0.00%","USA","Analyze"
"MCY","Mercury General Corp","Common stocks","Mid cap","Financials","$3,114,606,825","4.43%","USA","Analyze"
"KEX","Kirby Corp","Common stocks","Mid cap","Industrials","$2,976,597,680","0.00%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$2,940,531,860","0.00%","USA","Analyze"
"VIRT","Virtu Financial Inc Class A","Common stocks","Mid cap","Financials","$2,913,537,323","3.82%","USA","Analyze"
"SHLS","Shoals Technologies Group, Inc.","Common stocks","Mid cap","Industrials","$2,876,231,476","0.00%","USA","Analyze"
"VRM","Vroom, Inc.","Common stocks","Mid cap","Consumer Discretionary","$2,802,649,239","0.00%","USA","Analyze"
"SWI","Solarwinds Corporation","Common stocks","Mid cap","Information Technology","$2,782,803,204","3.68%","USA","Analyze"
"MRCY","Mercury Systems Inc","Common stocks","Mid cap","Industrials","$2,718,606,130","0.00%","USA","Analyze"
"COMM","Commscope Holding Inc","Common stocks","Mid cap","Information Technology","$2,701,590,886","0.00%","USA","Analyze"
"CPA","Copa Holdings SA Class A","Common stocks","Mid cap","Industrials","$2,695,316,112","0.00%","USA","Analyze"
"SAGE","Sage Therapeutics Inc","Common stocks","Mid cap","Health Care","$2,647,678,018","0.00%","USA","Analyze"
"WWE","World Wrestling Entertainment Inc","Common stocks","Mid cap","Communication Services","$2,615,676,212","0.83%","USA","Analyze"
"NABL","N-able, Inc.","Common stocks","Mid cap","Information Technology","$2,262,944,907","0.00%","USA","Analyze"
"SNDR","Schneider National Inc Class B","Common stocks","Mid cap","Industrials","$2,227,465,226","1.16%","USA","Analyze"
"RKT","Rocket Companies, Inc. Class A","Common stocks","Mid cap","Financials","$2,145,294,674","0.00%","USA","Analyze"
"GO","Grocery Outlet Holding Corp.","Common stocks","Mid cap","Consumer Staples","$2,069,004,624","0.00%","USA","Analyze"
"PSFE","Paysafe Limited","Common stocks","Small cap","Information Technology","$1,059,198,151","0.00%","Bermuda","Analyze"
"UWMC","UWM Holdings Corporation Class A","Common stocks","Small cap","Financials","$682,124,161","4.38%","USA","Analyze"
"GOCO","GoHealth, Inc. - Class A","Common stocks","Small cap","Financials","$567,412,357","0.00%","USA","Analyze"
"ARD","Ardagh Group S.A. Class A","Common stocks","Small cap","Materials","$450,371,920","2.35%","Luxembourg","Analyze"
